"occurrence_no","record_type","reid_no","superceded","collection_no","taxon_name","taxon_rank","taxon_no","matched_name","matched_rank","matched_no","early_interval","late_interval","early_age","late_age","reference_no","lng","lat","cc","state","county","geogscale","protected","early_age","late_age","cx_int_no","early_int_no","late_int_no","formation","stratgroup","member","stratscale","zone","localsection","localbed","localorder","regionalsection","regionalbed","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","collection_aka","authorizer_no","enterer_no","modifier_no","authorizer","enterer","modifier","created","modified","paleomodel","paleolng","paleolat","geoplate"
"1232055","occurrence","","","157306","Sympetrum krzeminskii n. sp.","species","306109","Sympetrum krzeminskii","species","306109","Messinian","","7.246","5.333","52822, 52822","12.916600","43.900002","IT","","","outcrop","","7.246","5.333","98","98","98","Gessoso-solfifera","","","","","","","","","","","""Strato degli insetti"" outcropping in the higher part of the facies ""Marne bituminose"". Lower Messinian.","""Insect remains occur exclusively in fine-grained bituminous marls"" Gentilini & Peters, 1993","marl","fine","lithified","carbonaceous","","","","","","","lagoonal","foreland basin","""deposited in a coastal lagoonal environment surrounded by wood-clad hills. The climate was probably warm-temperate but with a tendency to deterioration toward a moderately cooling phase…""Gentilini & Peters, 1993","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-09-19 17:00:42","2014-09-19 17:00:42","","13.90","42.43","307"
"1232056","occurrence","","","157306","Sympetrum elongatum n. sp.","species","306110","Sympetrum elongatum","species","306110","Messinian","","7.246","5.333","52822, 52822","12.916600","43.900002","IT","","","outcrop","","7.246","5.333","98","98","98","Gessoso-solfifera","","","","","","","","","","","""Strato degli insetti"" outcropping in the higher part of the facies ""Marne bituminose"". Lower Messinian.","""Insect remains occur exclusively in fine-grained bituminous marls"" Gentilini & Peters, 1993","marl","fine","lithified","carbonaceous","","","","","","","lagoonal","foreland basin","""deposited in a coastal lagoonal environment surrounded by wood-clad hills. The climate was probably warm-temperate but with a tendency to deterioration toward a moderately cooling phase…""Gentilini & Peters, 1993","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-09-19 17:00:42","2014-09-19 17:00:42","","13.90","42.43","307"
"1232057","occurrence","","","157306","Libellula mediterranea n. sp.","species","306111","Libellula mediterranea","species","306111","Messinian","","7.246","5.333","52822, 52822","12.916600","43.900002","IT","","","outcrop","","7.246","5.333","98","98","98","Gessoso-solfifera","","","","","","","","","","","""Strato degli insetti"" outcropping in the higher part of the facies ""Marne bituminose"". Lower Messinian.","""Insect remains occur exclusively in fine-grained bituminous marls"" Gentilini & Peters, 1993","marl","fine","lithified","carbonaceous","","","","","","","lagoonal","foreland basin","""deposited in a coastal lagoonal environment surrounded by wood-clad hills. The climate was probably warm-temperate but with a tendency to deterioration toward a moderately cooling phase…""Gentilini & Peters, 1993","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-09-19 17:00:42","2014-09-19 17:00:42","","13.90","42.43","307"
"1232058","occurrence","","","157306","Tramea miocenica n. sp.","species","306114","Tramea miocenica","species","306114","Messinian","","7.246","5.333","52822, 52822","12.916600","43.900002","IT","","","outcrop","","7.246","5.333","98","98","98","Gessoso-solfifera","","","","","","","","","","","""Strato degli insetti"" outcropping in the higher part of the facies ""Marne bituminose"". Lower Messinian.","""Insect remains occur exclusively in fine-grained bituminous marls"" Gentilini & Peters, 1993","marl","fine","lithified","carbonaceous","","","","","","","lagoonal","foreland basin","""deposited in a coastal lagoonal environment surrounded by wood-clad hills. The climate was probably warm-temperate but with a tendency to deterioration toward a moderately cooling phase…""Gentilini & Peters, 1993","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-09-19 17:00:42","2014-09-19 17:00:42","","13.90","42.43","307"
"1232059","occurrence","","","157306","Pisaurum n. gen. coloratum n. sp.","species","306116","Pisaurum coloratum","species","306116","Messinian","","7.246","5.333","52822, 52822","12.916600","43.900002","IT","","","outcrop","","7.246","5.333","98","98","98","Gessoso-solfifera","","","","","","","","","","","""Strato degli insetti"" outcropping in the higher part of the facies ""Marne bituminose"". Lower Messinian.","""Insect remains occur exclusively in fine-grained bituminous marls"" Gentilini & Peters, 1993","marl","fine","lithified","carbonaceous","","","","","","","lagoonal","foreland basin","""deposited in a coastal lagoonal environment surrounded by wood-clad hills. The climate was probably warm-temperate but with a tendency to deterioration toward a moderately cooling phase…""Gentilini & Peters, 1993","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-09-19 17:00:42","2014-09-19 17:00:42","","13.90","42.43","307"
"1236573","occurrence","","","162748","Galloliupanshania n. gen. incompleta n. sp.","species","306953","Galloliupanshania incompleta","species","306953","Early Cenomanian","","99.6","93.5","52989, 52989","0.371610","46.706360","FR","","","outcrop","","99.6","93.5","39","117","116","","","","group of beds","","","","","","","","","","mudstone","","lithified","carbonaceous","","","","","","","pond","cratonic basin","Paris basin","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-10-04 10:32:24","2014-10-04 10:32:24","","16.06","42.66","305"
"1236574","occurrence","","","162748","Gallophlebia n. gen. magnifica n. sp.","species","306956","Gallophlebia magnifica","species","306956","Early Cenomanian","","99.6","93.5","52989, 52989","0.371610","46.706360","FR","","","outcrop","","99.6","93.5","39","117","116","","","","group of beds","","","","","","","","","","mudstone","","lithified","carbonaceous","","","","","","","pond","cratonic basin","Paris basin","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-10-04 10:32:24","2014-10-04 10:32:24","","16.06","42.66","305"
"1236575","occurrence","","","162748","Gallostenophlebia n. gen. incompleta n. sp.","species","306958","Gallostenophlebia incompleta","species","306958","Early Cenomanian","","99.6","93.5","52989, 52989","0.371610","46.706360","FR","","","outcrop","","99.6","93.5","39","117","116","","","","group of beds","","","","","","","","","","mudstone","","lithified","carbonaceous","","","","","","","pond","cratonic basin","Paris basin","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-10-04 10:32:24","2014-10-04 10:32:24","","16.06","42.66","305"
"1239418","occurrence","","","149477","Platycnemis ? antiqua","species","308020","Platycnemis antiqua","species","308020","Priabonian","","38","33.9","53149, 53149","12.380000","51.615002","DE","Halle","","","","38","33.9","106","106","106","","","","","","","","","","","","Bitterfeld amber occurs in the ""Bernsteinschluff"" Horizon, i.e. a part of the Upper ""Bitterfelder Glimmersand"" in the upper part of the Cottbus Formation. Detailed biostratigraphic investigations favor an uppermost Chattian age for the unit. Originally assigned a Miocene age, and then thought to be redeposited Baltic amber. The chemical composition of Bitterfeld amber is distinct from true Baltic amber (e.g., Sodhi et al., 2013). Hydrogen isotopes indicate that Baltic and Bitterfeld ambers have distinct geographic sources, but carbon isotopes and insects suggest Baltic and Bitterfeld ambers are coeval in age (Wolfe et al., 2016).","","amber","","lithified","","","","","","","","terrestrial indet.","","","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-10-17 21:46:46","2014-10-17 21:46:46","","16.42","45.24","305"
"1245177","occurrence","","","120798","Anisoptera indet.","suborder","177941","Anisoptera","suborder","107094","MP 11","","48.6","40.4","53574, 53574","8.750000","49.933334","DE","Hessen","","small collection","","48.6","40.4","37","109","107","Messel","","","bed","","","","","","","","""lower Middle Eocene, lower-most Geiseltalian, Mammal Paleogene level 11… .575 to .77 m above local stratigraphic marker Alpha.""","""The fossils are embedded in darkly coloured, finely laminated claystone sediments rich in organic substances (‘oil shale’), which were deposited in a meromictic lake (e.g. Goth, 1990)."" ","claystone","planar lamination","lithified","","","","","","","","crater lake","volcanic basin","""A drilling project conducted in 2001 showed that the former Lake Messel was a maar lake, which is a small deep lake that had its origin in an explosive volcanic eruption. The former lake basin had an original diameter of about 1.5 km, and a depth of about 300–400 m (Harms, 2002; Felder & Harms, 2004).""","","166","166","166","Clapham, M.","Clapham, M.","Clapham, M.","2014-11-25 00:04:49","2014-11-25 00:05:26","","14.20","42.07","305"
"1245178","occurrence","","","120798","Aeschnidae indet.","","290053","Aeshnidae","family","71357","MP 11","","48.6","40.4","53574, 53574","8.750000","49.933334","DE","Hessen","","small collection","","48.6","40.4","37","109","107","Messel","","","bed","","","","","","","","""lower Middle Eocene, lower-most Geiseltalian, Mammal Paleogene level 11… .575 to .77 m above local stratigraphic marker Alpha.""","""The fossils are embedded in darkly coloured, finely laminated claystone sediments rich in organic substances (‘oil shale’), which were deposited in a meromictic lake (e.g. Goth, 1990)."" ","claystone","planar lamination","lithified","","","","","","","","crater lake","volcanic basin","""A drilling project conducted in 2001 showed that the former Lake Messel was a maar lake, which is a small deep lake that had its origin in an explosive volcanic eruption. The former lake basin had an original diameter of about 1.5 km, and a depth of about 300–400 m (Harms, 2002; Felder & Harms, 2004).""","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-11-25 00:04:49","2014-11-25 00:04:49","","14.20","42.07","305"
"1245179","occurrence","","","120798","Corduliidae cf. indet.","family","71733","Corduliidae","family","71733","MP 11","","48.6","40.4","53574, 53574","8.750000","49.933334","DE","Hessen","","small collection","","48.6","40.4","37","109","107","Messel","","","bed","","","","","","","","""lower Middle Eocene, lower-most Geiseltalian, Mammal Paleogene level 11… .575 to .77 m above local stratigraphic marker Alpha.""","""The fossils are embedded in darkly coloured, finely laminated claystone sediments rich in organic substances (‘oil shale’), which were deposited in a meromictic lake (e.g. Goth, 1990)."" ","claystone","planar lamination","lithified","","","","","","","","crater lake","volcanic basin","""A drilling project conducted in 2001 showed that the former Lake Messel was a maar lake, which is a small deep lake that had its origin in an explosive volcanic eruption. The former lake basin had an original diameter of about 1.5 km, and a depth of about 300–400 m (Harms, 2002; Felder & Harms, 2004).""","","166","166","0","Clapham, M.","Clapham, M.","unknown","2014-11-25 00:04:49","2014-11-25 00:04:49","","14.20","42.07","305"
"1259957","occurrence","","","157306","Ischnura sp.","genus","194196","Ischnura","genus","194196","Messinian","","7.246","5.333","54624, 54624","12.916600","43.900002","IT","","","outcrop","","7.246","5.333","98","98","98","Gessoso-solfifera","","","","","","","","","","","""Strato degli insetti"" outcropping in the higher part of the facies ""Marne bituminose"". Lower Messinian.","""Insect remains occur exclusively in fine-grained bituminous marls"" Gentilini & Peters, 1993","marl","fine","lithified","carbonaceous","","","","","","","lagoonal","foreland basin","""deposited in a coastal lagoonal environment surrounded by wood-clad hills. The climate was probably warm-temperate but with a tendency to deterioration toward a moderately cooling phase…""Gentilini & Peters, 1993","","166","166","0","Clapham, M.","Clapham, M.","unknown","2015-03-15 16:45:01","2015-03-15 16:45:01","","13.90","42.43","307"
"1259958","occurrence","","","157306","Ischnurinae indet.","subfamily","194194","Ischnurinae","subfamily","194194","Messinian","","7.246","5.333","54624, 54624","12.916600","43.900002","IT","","","outcrop","","7.246","5.333","98","98","98","Gessoso-solfifera","","","","","","","","","","","""Strato degli insetti"" outcropping in the higher part of the facies ""Marne bituminose"". Lower Messinian.","""Insect remains occur exclusively in fine-grained bituminous marls"" Gentilini & Peters, 1993","marl","fine","lithified","carbonaceous","","","","","","","lagoonal","foreland basin","""deposited in a coastal lagoonal environment surrounded by wood-clad hills. The climate was probably warm-temperate but with a tendency to deterioration toward a moderately cooling phase…""Gentilini & Peters, 1993","","166","166","0","Clapham, M.","Clapham, M.","unknown","2015-03-15 16:45:01","2015-03-15 16:45:01","","13.90","42.43","307"
"1259959","occurrence","","","157306","Lestes sp.","genus","194600","Lestes","genus","194600","Messinian","","7.246","5.333","54624, 54624","12.916600","43.900002","IT","","","outcrop","","7.246","5.333","98","98","98","Gessoso-solfifera","","","","","","","","","","","""Strato degli insetti"" outcropping in the higher part of the facies ""Marne bituminose"". Lower Messinian.","""Insect remains occur exclusively in fine-grained bituminous marls"" Gentilini & Peters, 1993","marl","fine","lithified","carbonaceous","","","","","","","lagoonal","foreland basin","""deposited in a coastal lagoonal environment surrounded by wood-clad hills. The climate was probably warm-temperate but with a tendency to deterioration toward a moderately cooling phase…""Gentilini & Peters, 1993","","166","166","0","Clapham, M.","Clapham, M.","unknown","2015-03-15 16:45:01","2015-03-15 16:45:01","","13.90","42.43","307"
"1259960","occurrence","","","157306","Lestidae indet. D informal","family","190415","Lestidae","family","190415","Messinian","","7.246","5.333","54624, 54624","12.916600","43.900002","IT","","","outcrop","","7.246","5.333","98","98","98","Gessoso-solfifera","","","","","","","","","","","""Strato degli insetti"" outcropping in the higher part of the facies ""Marne bituminose"". Lower Messinian.","""Insect remains occur exclusively in fine-grained bituminous marls"" Gentilini & Peters, 1993","marl","fine","lithified","carbonaceous","","","","","","","lagoonal","foreland basin","""deposited in a coastal lagoonal environment surrounded by wood-clad hills. The climate was probably warm-temperate but with a tendency to deterioration toward a moderately cooling phase…""Gentilini & Peters, 1993","","166","166","0","Clapham, M.","Clapham, M.","unknown","2015-03-15 16:45:01","2015-03-15 16:45:01","","13.90","42.43","307"
